----------------SI-------------------
79.632
77.617
77.633
77.644
78.912
78.914
78.912
84.134
84.131
84.131
78.811
78.804
78.805
76.522
76.527
76.551
78.818
78.812
78.852
83.410
83.408
83.405
85.785
85.770
85.750
83.049
83.050
83.040
77.638
77.641
77.650
82.558
82.558
82.556
77.928
77.844
77.871
75.273
75.278
75.261
72.453
72.453
72.452
77.616
77.610
77.607
79.153
79.159
79.192
77.481
77.475
77.484
77.475
77.470
77.455
83.713
83.701
83.691
77.326
77.332
77.283
75.553
75.570
75.593
68.462
68.466
68.482
75.459
75.462
75.520
76.079
76.084
76.079
76.122
76.124
76.122
66.189
66.191
66.210
75.753
75.754
75.750
67.807
67.857
67.812
68.928
68.927
68.944
75.396
75.402
75.402
83.620
83.613
83.635
83.649
83.659
83.691
84.294
84.274
84.351
82.291
82.291
82.294
89.551
89.550
89.567
81.594
81.616
81.609
82.201
82.200
82.178
81.090
81.104
81.116
86.757
86.757
86.761
87.138
87.138
87.132
85.093
85.070
85.058
78.297
78.280
78.292
83.439
83.434
83.396
77.509
77.496
77.479
75.248
75.241
75.245
79.712
79.714
79.708
84.185
84.186
84.185
86.449
86.442
86.436
84.191
84.249
84.150
84.690
84.680
84.711
89.994
89.999
89.999
84.362

----------------TI-------------------
0.178
0.132
27.843
0.088
0.424
38.211
0.280
0.412
28.676
0.209
0.228
45.304
0.509
0.293
27.213
0.358
0.605
37.080
0.363
0.190
26.816
0.272
0.400
51.248
0.130
0.279
26.784
0.163
0.234
36.945
0.165
0.183
26.681
0.126
0.205
46.276
0.113
0.134
31.027
0.164
0.279
41.006
0.147
0.252
30.796
0.209
0.189
57.945
0.376
0.161
27.495
0.341
0.356
37.109
0.231
0.198
26.568
0.456
0.474
44.477
0.352
0.225
26.884
0.255
0.453
38.244
0.025
0.057
28.858
0.180
0.002
52.312
0.240
0.136
27.834
0.082
0.090
36.813
0.097
0.169
25.969
0.177
0.294
44.310
0.181
0.149
25.923
0.368
0.324
36.809
0.449
0.295
26.845
0.143
0.064
61.970
0.090
0.093
27.010
0.199
0.161
37.351
0.292
0.203
27.291
0.480
0.275
45.132
0.146
0.288
27.045
0.062
0.184
37.085
0.080
0.199
26.621
0.280
0.212
51.380
0.280
0.182
26.802
0.019
0.385
37.036
0.125
0.176
26.236
0.170
0.206
44.618
0.299
0.163
26.188
0.412
0.272
36.492
0.369
0.351
26.792
0.176
0.321
57.223
0.055
0.128
26.831
0.159
0.130
36.851
0.113
0.118
25.810
0.119
0.153
44.477
0.242
0.366
28.043
0.221
0.234
37.121
0.190
0.176
27.232
0.164
0.249
51.205
0.155
0.230
27.101
0.437
0.262
38.015
0.188
0.275
27.533
0.050
0.111
45.218
0.054
0.067
26.658
0.229
0.206
36.406
0.307
0.150
25.987
0.377
0.194
66.061
0.134
0.142
26.492
0.094
0.197
37.540
0.131
0.150
26.360
0.151
0.254
44.633
0.251
0.388
26.506
0.327
0.217
37.346
0.212
0.283
27.377
0.180
0.301
51.429
0.171
0.209
26.594
0.234
0.169
36.730
0.116
0.094
26.202
0.173
0.293
45.244
0.166
0.196
28.950
0.227
0.268
39.380
0.285
0.164
29.795
0.210
0.256
57.576
0.338
0.403
28.233
0.148
0.170
37.860
0.255
0.355
26.915
2.097
0.158
44.838
0.083
0.084
26.974
0.168
0.238
36.836
0.237
0.334
26.228
0.234
0.186
52.346
0.152
0.315
29.868
0.116
0.304
39.451
0.211
0.280
28.027
0.152
0.132
46.266
0.173
0.045
31.631
0.135
0.148
40.042
0.077
0.129
28.138
0.141
0.188
62.069
0.114
0.126
27.381
0.122
0.144
37.063
0.128
0.134
26.096
0.231
0.255
44.313
0.129
0.115
26.015
0.140
0.186
36.541
0.078
0.097
25.891
0.185
0.303
50.860
0.104
0.172
25.894
0.225
0.527
36.124
0.299
0.275
25.547
0.326
0.287
44.246
0.147
0.224
25.881
0.083
0.241
36.280
0.354
0.202
26.437
0.192
0.347
56.747
0.122
0.147
25.960
0.106
0.148
36.409
0.130
0.187
25.727
0.099
0.108
44.197
0.289
0.283
25.431
0.200
0.159
36.278
0.278
0.524
25.789
0.183
0.207
50.762
0.208
0.227
25.652
0.145
0.216
36.289
0.231
0.260
25.789
0.210
0.191
44.345
0.257
0.381
26.194
0.556
0.317
36.736
0.313
0.475
26.309
0.200
0.287
69.946
0.179
0.233
26.486
0.221
0.333
36.830
0.263
0.296
26.860
0.280
0.417
45.303
0.116
0.188
27.461
0.157
0.220
37.399
0.239
0.178
27.145
0.259
0.191
52.253
0.401
0.358
29.391
0.182
0.279
39.365
0.023
0.179
29.562
0.261
0.234
46.307
0.182
0.303
27.953
0.170
0.202
37.642
0.261
0.440
26.815
0.099
0.164
57.149
0.175
0.197
27.517
0.158
0.084
38.413
0.284
0.228
28.922
0.249
0.341
45.338
0.183
0.263
26.393
0.413
0.251
36.944

----------------Summary-------------------
max_TI:69.946
avg_TI:11.981
max_SI:89.999
avg_SI:45.205
